Title,ISBN,Author,Condition,Publisher,Date Published,Format,Rating,Price,Link
The Arguments And Reports Of Sr. Hen. Pollexfen . In Some Special Cases; by him Argued During the Time of his Practice at the Barr. .,N/A,"Pollexfen, Henry,",Good,"For R Smith At the Angel and John Deeve in Holborn, London",1702,Hardcover,5-star,US$ 200.00,https://www.abebooks.com/servlet/BookDetailsPL?bi=18017891431&searchurl=pt%3Dbook%26ds%3D20%26spo%3D100%26sortby%3D17%26kn%3Daaaaa%26p%3D6%26sp%3D1&cm_sp=snippet-_-srp6-_-title16
livro vencedores prmio desempenho empresarial 1998,N/A,aaaaa,Bien,N/A,N/A,Paperback,5-star,US$ 168.65,https://www.abebooks.com/servlet/BookDetailsPL?bi=31164510799&searchurl=pt%3Dbook%26ds%3D20%26spo%3D100%26sortby%3D17%26kn%3Daaaaa%26p%3D6%26sp%3D1&cm_sp=snippet-_-srp6-_-title17
album figurinhas nba sticker collection 2016 17 incompleto,7897653527212,aaaaa,Bien,N/A,N/A,Paperback,5-star,US$ 168.65,https://www.abebooks.com/servlet/BookDetailsPL?bi=31245746887&searchurl=pt%3Dbook%26ds%3D20%26spo%3D100%26sortby%3D17%26kn%3Daaaaa%26p%3D6%26sp%3D1&cm_sp=snippet-_-srp6-_-title18
livro 365 atividades para aprender ingls ciranda cultural 2016,9788538055365,Aaaaa,Bien,Ciranda Cultural,2016,Paperback,5-star,US$ 168.65,https://www.abebooks.com/servlet/BookDetailsPL?bi=31761202968&searchurl=pt%3Dbook%26ds%3D20%26spo%3D100%26sortby%3D17%26kn%3Daaaaa%26p%3D6%26sp%3D1&cm_sp=snippet-_-srp6-_-title19
livro historias maravilhosas para garotos 2013,9788538053903,aaaaa,Bien,FisicalBook,1900,Paperback,5-star,US$ 169.75,https://www.abebooks.com/servlet/BookDetailsPL?bi=31164043001&searchurl=pt%3Dbook%26ds%3D20%26spo%3D100%26sortby%3D17%26kn%3Daaaaa%26p%3D6%26sp%3D1&cm_sp=snippet-_-srp6-_-title20
livro classicos gigantes banca de neve2015,9788538055259,Aaaaa,Bien,N/A,N/A,Paperback,5-star,US$ 170.85,https://www.abebooks.com/servlet/BookDetailsPL?bi=31164213761&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title1
kit 2 hqs liga da justica batman n 8 e 9 ano 1995 Ed. 1995,N/A,aaaaa,Bien,N/A,1995,Paperback,5-star,US$ 170.85,https://www.abebooks.com/servlet/BookDetailsPL?bi=31443382988&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title2
livro disney pocahontas as travessuras de miko1995,9788506021095,Aaaaa,Bien,N/A,N/A,Paperback,5-star,US$ 171.96,https://www.abebooks.com/servlet/BookDetailsPL?bi=31164217181&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title3
livro 110 exercicios de contabilidade 1986,N/A,aaaaa,Bien,N/A,N/A,Paperback,5-star,US$ 171.96,https://www.abebooks.com/servlet/BookDetailsPL?bi=31164439852&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title4
livro larousse cultural 1998,N/A,Aaaaa,Bien,N/A,N/A,Paperback,5-star,US$ 171.96,https://www.abebooks.com/servlet/BookDetailsPL?bi=31186511614&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title5
livro vade mecum compacto saraiva 2014,9788502211964,Aaaaa,Bien,Saraiva,N/A,Paperback,5-star,US$ 171.96,https://www.abebooks.com/servlet/BookDetailsPL?bi=31186663327&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title6
livro oficial de justica provas anteriores 5 edico Ed. 1999,N/A,aaaaa,Bien,N/A,1999,Paperback,5-star,US$ 171.96,https://www.abebooks.com/servlet/BookDetailsPL?bi=31291831975&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title7
hq star wars o final de obsesso ventress renascida 4 Ed. 1111,N/A,aaaaa,Bien,N/A,1111,Paperback,5-star,US$ 171.96,https://www.abebooks.com/servlet/BookDetailsPL?bi=31443208521&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title8
livro ilustrado herry potter album a ordem da fnix Ed. 2013,N/A,aaaaa,Bien,N/A,2013,Paperback,5-star,US$ 173.06,https://www.abebooks.com/servlet/BookDetailsPL?bi=31164422818&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title9
livro pratica trabalhista 3 edico revista e atualizada v 7 Ed. 2009,N/A,aaaaa,Bien,N/A,2009,Paperback,5-star,US$ 173.06,https://www.abebooks.com/servlet/BookDetailsPL?bi=31164505358&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title10
livro guia o ficial rio 2007,N/A,aaaaa,Bien,N/A,N/A,Paperback,5-star,US$ 174.16,https://www.abebooks.com/servlet/BookDetailsPL?bi=31164443977&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title11
livro o menino que no parou de crescer ed paulinas1985 Ed. 1985,N/A,Aaaaa,Bien,N/A,1985,Paperback,5-star,US$ 175.26,https://www.abebooks.com/servlet/BookDetailsPL?bi=31164549949&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title12
livro grammar in action 3 e 2 waystage wall street insti,N/A,aaaaa,Bien,N/A,N/A,Paperback,5-star,US$ 175.26,https://www.abebooks.com/servlet/BookDetailsPL?bi=31842884027&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title13
kit 2 hqs batman o cavaleiro das trevas Ed. 2002,9788573054903,aaaaa,Bien,N/A,2002,Paperback,5-star,US$ 177.47,https://www.abebooks.com/servlet/BookDetailsPL?bi=31443156493&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title14
livro grammar in action 1 e 2 upper waystage wall street,N/A,aaaaa,Bien,N/A,N/A,Paperback,5-star,US$ 178.57,https://www.abebooks.com/servlet/BookDetailsPL?bi=31164519504&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title15
livro nosso seculo xxi vol 2 ano 2008,N/A,Aaaaa,Bien,N/A,N/A,Paperback,5-star,US$ 182.98,https://www.abebooks.com/servlet/BookDetailsPL?bi=31164543795&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title16
livro um brasil analises e discussoes sobre um povo 2015 Ed. 2015,N/A,aaaaa,Bien,N/A,2015,Paperback,5-star,US$ 188.49,https://www.abebooks.com/servlet/BookDetailsPL?bi=31164529512&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title17
livro pintando o rosto jaqueline russon 1994,N/A,aaaaa,Bien,N/A,N/A,Paperback,5-star,US$ 192.90,https://www.abebooks.com/servlet/BookDetailsPL?bi=31164232056&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title18
kit caderno mais de modulos ensino medio geografia 2018 lac,N/A,Aaaaa,New,N/A,N/A,Paperback,5-star,US$ 199.51,https://www.abebooks.com/servlet/BookDetailsPL?bi=31164528073&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title19
coleco nova pesquisar e saber ensino fundamental terceiro m,N/A,Aaaaa,Bien,N/A,N/A,Paperback,5-star,US$ 202.82,https://www.abebooks.com/servlet/BookDetailsPL?bi=31164179605&searchurl=pt%3Dbook%26ds%3D20%26spo%3D120%26sortby%3D17%26kn%3Daaaaa%26p%3D7%26sp%3D1&cm_sp=snippet-_-srp7-_-title20
"Les Oeuvres spirituelles et dévote du R.P.F. Louis de Grenade, de l'ordre de S. Dominique",N/A,GRENADE (Louis de),N/A,N/A,N/A,N/A,5-star,US$ 225.97,https://www.abebooks.com/servlet/BookDetailsPL?bi=31504615860&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title1
"Rervm Germanicarvm Scriptores Aliqvot Insignes, Qvi Historiam Et Res Gestas Germanorvm, Medii Potissimvm Ævi, Inde A Carolo M. Ad Carolvm V Vsqve, Per Annales Litteris Consignarunt / Primvm Collectore Joanne Pistorio Nidano, Tribvs Tomis, In Lvcem Prodvcti, Nvnc Denvo Recogniti, Adiectis Notis, Et Indice Rervm, Personarvm, Ac Locorvm Copiosissimo, Editione Tertia Emendatiori Et Locvpletiori Ad Vsvs Pvblicos Redvcti, Cvrante Bvrcardo Gotthelff. Struvio, .VOLUME I ONLY",N/A,"Struve, Burkhard Gotthelf.",very,N/A,N/A,Hardcover,4-star,US$ 243.55,https://www.abebooks.com/servlet/BookDetailsPL?bi=19832896365&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title2
The Principality of Wales.,N/A,[FULLER Thomas] 1608-1661,Very,N/A,N/A,Hardcover,5-star,US$ 225.10,https://www.abebooks.com/servlet/BookDetailsPL?bi=31331734730&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title3
livro exames de qualificaco de mestrado de 1971 a 1981,N/A,Aaaaa,Bien,N/A,N/A,Paperback,5-star,US$ 233.68,https://www.abebooks.com/servlet/BookDetailsPL?bi=31164135050&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title4
"Histoire du concile de Trente, De Fra Paolo Sarpio, Téologien de la Sérénissime Republique de Venise. Traduite Par le Sieur De la Mothe-Josseval, ci-devant Sécrétaire de l'Ambassade de France à Venise. Avec des Remarques Historiques, Politiques & Morales.",N/A,"Sarpi, Paolo (1552-1623)",Muy,"A Amsterdam: Dans l'Imprimerie de G. P. et J. Blaeu, MDCLXXXIII",1683,Hardcover,5-star,US$ 308.64,https://www.abebooks.com/servlet/BookDetailsPL?bi=22816133084&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title5
Flanders / Flandres / Flandriae. (Untitled). [From upper right on map: Habes hic Novam et accuratissimam descriptionem tractus illius Flandriae per que Superioribus .].,N/A,Kaerius (Petrus) [Pieter Van Den Keere],N/A,"[Amsterdam, c.1622]. [Possibly Mercator-Hondius, 1628]",1628,N/A,4-star,US$ 325.00,https://www.abebooks.com/servlet/BookDetailsPL?bi=30617760328&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title6
"Sessional Papers, No. 3 -- Referred to in the Eight Volume of the Journals of the Legislative Council of the Province of Canada ; being the Second Session of the Third Provincial Parliament, 1849. No. 8",N/A,Canada (Province). Legislative Council,Very,"[Rollo Campbell, Printer], Montreal",1849,Hardcover,4-star,US$ 375.00,https://www.abebooks.com/servlet/BookDetailsPL?bi=3933322576&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title7
Defensa de la inocencia: repulsa de la calumnia: manifestacion de la verdad: alegacion . En la causa sobre la muerte violenta dada alevosamente a D. Benito Alonso Henriquez Sarmiento de Valladares,N/A,"Alvarez de Neira, Vicente (1717-1784); Henríquez Sarmiento de Valladares, Xavier, Marques de Valladares (1733-1797)",Aceptable,"En Santiago: por Ignacio Aguayo i Aldemunde,",1765,Hardcover,5-star,US$ 440.91,https://www.abebooks.com/servlet/BookDetailsPL?bi=31143715460&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title8
Scarce. 1644 Les Epistres de la Seraphique Vierge Saincte Catherine de Sienne,N/A,Catherine of Sienna,Fair,"Hure, Paris",1644,Hardcover,5-star,US$ 449.99,https://www.abebooks.com/servlet/BookDetailsPL?bi=31658466580&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title9
"[Matthew Paris: Historia Maior] Matthaei Paris Monachi Albanensis Angli, Historia Major. Juxta Exemplar Londinense 1640, verbatim recusa, et cum Rogeri Wendover, Willielmi Rishangeri [etc.]",N/A,[Matthew Paris] William Wats (ed.),Used,"London: A. Mearn et al., 1684",1684,Hardcover,5-star,US$ 553.25,https://www.abebooks.com/servlet/BookDetailsPL?bi=1011393367&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title10
"The Holy Bible: Containing the Old and New Testaments; Newly Translated out of the Original Tongues. BOUND with the Book of Common Prayer and Administration of the Saraments.together with the Psalter or Psalms of David And with the Former Translations Diligently Compared and Revised; by His Majesty's Special Command, Appointed to be Read in Churches",N/A,"Grierson, George (1679-1753) ; Church Of Ireland",Good,"George Grierson, Dublin",1739,Hardcover,5-star,US$ 575.00,https://www.abebooks.com/servlet/BookDetailsPL?bi=31297784016&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title11
Acta Eruditorum,N/A,N/A,Very,N/A,1752,Hardcover,5-star,US$ 600.00,https://www.abebooks.com/servlet/BookDetailsPL?bi=21690141208&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title12
"Mysterium iniquitatis, seu, Historia papatus. Quibus gradibus ad is fastigij enisus sit, quamque acriter omni tempore ubique à piis contra intercessum. Asseruntur etiam iura Imperatorum, Regnum, & Principum Christianorum adversus Bellarminum & Baronium Cardinales.",N/A,"MORNAY (Philippe de, sieur du Plessy Marly)",N/A,"Saumur, Thomas Portau, 1612.",1612,N/A,3-star,US$ 606.26,https://www.abebooks.com/servlet/BookDetailsPL?bi=14527926910&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title13
"Les Secretz moraux concernants les Passions du C ur humain, divisez en cinq livres.",N/A,LORYOT (François),N/A,"Paris, Claude Chappelet, 1614.",1614,N/A,3-star,US$ 606.26,https://www.abebooks.com/servlet/BookDetailsPL?bi=5935049212&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title14
"Iohannis Seldeni Angli Liber De Nvmmis. In Qvo Antiqva Pecvnia Romana Et Græca Metitur Pretio Eivs, Qvæ Nvnc Est In Vsv. Hvic accedit Bibliotheca nvmmaria sive elenchvs avctorvm qvi de antiqvis nvmismatibvs, hebraeis, graecis, romanis, nec non de monetis, ponderibvs et mensvris, ad hvnc vsque annvm scripservnt . Ivxta exemplar Edinbvrgense Anno CIC ICC LXXXV [1685].",N/A,"Numismatik - Selden, John,",N/A,"S.l., s.d. [].",1692,N/A,5-star,US$ 661.37,https://www.abebooks.com/servlet/BookDetailsPL?bi=14588724905&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title15
"Les OEuvres morales (.) Translatees de Grec en François, reveües & corrigees en plusieurs passages par le Translateur (.) enrichies en ceste derniere edition de Prefaces generales, d'amples sommaires (.) et d'annotations en marge. Lyon, Estienne Michel, 1588. [A la suite] : Reste des oeuvres morales de Plutarque (.) contenant deux traitez De la Fortune ou Vertu d'Alexandre, De Isis & d'Osiris, Des Oracles qui ont cessé, Que signifie ce mot E'i. S.l., 1587. [Ensemble] : Les OEuvres meslees.",N/A,PLUTARQUE / AMYOT (Jacques),N/A,"Lyon, Paul Frellon, 1594.",1594,N/A,3-star,US$ 727.51,https://www.abebooks.com/servlet/BookDetailsPL?bi=31324574729&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title16
"Philosophia rationalis, sive Logica, methodo scientifica pertractata et ad usum scientiarum atque vitae aptata. Praemittitur discursus praeliminaris de Philosophia in genere.",N/A,"WOLFF, Christian (1679 1754)",Good+,Frankfurt and Leipzig,1732,Hardcover,5-star,US$ 750.00,https://www.abebooks.com/servlet/BookDetailsPL?bi=22620270470&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title17
"Nosologia Methodica Sistens Morborum Classes Juxtà Sydenhami mentem & Botanicorum ordinem. Editio ultima, auctior, & emendatior.",N/A,"SAUVAGES DE LACROIX, Francois Bossier de (1706-1767).",Very,"Sumptibus Fratrum de Tournes, Amsterdam",1768,Hardcover,5-star,US$ 850.00,https://www.abebooks.com/servlet/BookDetailsPL?bi=19269596457&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title18
"Le seiziesme tome dv Mercvre François: ov, Suite de l'Histoire de nostre temps, sous le Regne du Tres-Chrestien Roy de France & de Nauarre Lovys XIII",N/A,Le Mercure François (Tome XVI),Muy,"A Paris: Chez Estienne Richer, ruë S. Iean de Latran, à l'Arbre verdoyant: Et en sa boutique au Palais sur le Perron Royal, M.DC.XXXII",1632,Hardcover,5-star,US$ 992.06,https://www.abebooks.com/servlet/BookDetailsPL?bi=22415017925&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title19
"Silva, or a discourse of forest-trees, and the propagation of timber in his Majesty's dominions.: As it was deliver'd in the Royal Society the xvth of October, MDCLXII. upon occasion of certain quaeries propounded to that illustrious assembly, .",N/A,"Evelyn, John.",Good,"London: Printed for Robert Scott in Little-Britain; Richard Chiswell in St. Paul's Church-yard; George Sawbridge in Little-Britain; and Benj. Tooke in Fleetstreet, 1706.",1706,Hardcover,5-star,US$ 990.00,https://www.abebooks.com/servlet/BookDetailsPL?bi=902512245&searchurl=pt%3Dbook%26ds%3D20%26spo%3D140%26sortby%3D17%26kn%3Daaaaa%26p%3D8%26sp%3D1&cm_sp=snippet-_-srp8-_-title20
"Die alten Jüdischen Heiligthümer: Gottestidienste und Gewohnheiten, für Augen gestellet, in einer ausführlichen Beschreibung des ganssen Levitischen Priesterthums, und fünff unterschiedenen Büchern . ausgearbeitet durch Johannem Lundium; .",N/A,"Lund, Johann.",Good,"Hamburg: Verlegts Christian Wilhelm Brand, 1738.",1738,Hardcover,5-star,"US$ 1,200.00",https://www.abebooks.com/servlet/BookDetailsPL?bi=6447868786&searchurl=pt%3Dbook%26ds%3D20%26spo%3D160%26sortby%3D17%26kn%3Daaaaa%26p%3D9%26sp%3D1&cm_sp=snippet-_-srp9-_-title1
Les Coustumes du pays et duché de Nivernois. Avec les Annotations et commentaires de Me Guy Coquille.,N/A,COQUILLE (Guy),N/A,"Paris, Abel L'Angelier, 1610.",1610,N/A,3-star,"US$ 1,212.52",https://www.abebooks.com/servlet/BookDetailsPL?bi=31030195695&searchurl=pt%3Dbook%26ds%3D20%26spo%3D160%26sortby%3D17%26kn%3Daaaaa%26p%3D9%26sp%3D1&cm_sp=snippet-_-srp9-_-title2
L'Historia di Milano volgarmente scritta ( ) con le vite insieme di tutti gli imperatori ( ) con un breve sommario di Thomaso Porcacchi.,N/A,CORIO (Bernardino),N/A,"Venise, Giorgio de' Cavalli, 1565.",1565,N/A,3-star,"US$ 1,212.52",https://www.abebooks.com/servlet/BookDetailsPL?bi=3537339428&searchurl=pt%3Dbook%26ds%3D20%26spo%3D160%26sortby%3D17%26kn%3Daaaaa%26p%3D9%26sp%3D1&cm_sp=snippet-_-srp9-_-title3
"Holinshed Chronicles of England, Scotland and Ireland [ Third Part Only ]",N/A,Raphael Holinshed,Good,"At London printed [by Henry Denham] in Aldersgate street at the signe of the Starre, London",1587,Hardcover,5-star,"US$ 1,221.96",https://www.abebooks.com/servlet/BookDetailsPL?bi=31638462916&searchurl=pt%3Dbook%26ds%3D20%26spo%3D160%26sortby%3D17%26kn%3Daaaaa%26p%3D9%26sp%3D1&cm_sp=snippet-_-srp9-_-title4
"A Comment on the Book of CommonPrayer, and the Administration of the Sacraments, & c. Together with the Psalter or Psalms of David, Being a Paraphrase on the Sunday and Holiday-Services, Epistles and Gospels throughout the year :",N/A,"NICHOLLS, William",Very,"London, Printed for R. Bonwicke, W. Freeman, T. Goodwin, J. Walthoe, M. Wotton, S. Manship, J. Nicholson, R. Parker, B. Tooke, and R. Smith",1710,Hardcover,1-star,"US$ 1,286.28",https://www.abebooks.com/servlet/BookDetailsPL?bi=22879626278&searchurl=pt%3Dbook%26ds%3D20%26spo%3D160%26sortby%3D17%26kn%3Daaaaa%26p%3D9%26sp%3D1&cm_sp=snippet-_-srp9-_-title5
